	title	link	salary_minimal	salary_maximal	normal_salary	source
249	Программист-разработчик Python	https://orenburg.hh.ru/vacancy/50760060				hh.ru
250	Python Developer	https://orenburg.hh.ru/vacancy/51653035				hh.ru
251	Преподаватель программирования для детей (удаленно)	https://orenburg.hh.ru/vacancy/50596547	30000.0	60000.0	руб.	hh.ru
252	Product/Data Analyst (Junior)	https://orenburg.hh.ru/vacancy/51710410		1000.0	USD	hh.ru
253	Python Developer Middle/Senior	https://orenburg.hh.ru/vacancy/51771696	140000.0	220000.0	руб.	hh.ru
254	Программист Python	https://orenburg.hh.ru/vacancy/50711082				hh.ru
255	Middle Python developer	https://orenburg.hh.ru/vacancy/50967638	90000.0	160000.0	руб.	hh.ru
256	Python разработчик	https://orenburg.hh.ru/vacancy/50762432				hh.ru
257	Intern Python Software Engineer; PowerStore; Networking	https://orenburg.hh.ru/vacancy/50187659				hh.ru
258	Стажер-разработчик .NET	https://orenburg.hh.ru/vacancy/51848288				hh.ru
259	Разработчик Python (middle+)	https://orenburg.hh.ru/vacancy/51705316				hh.ru
260	Аналитик данных ритейла (SQL; Python)	https://orenburg.hh.ru/vacancy/50828235				hh.ru
261	BI-аналитик (Middle)	https://orenburg.hh.ru/vacancy/51695241		90000.0	руб.	hh.ru
262	Разработчик DWH (Airflow + Python)	https://orenburg.hh.ru/vacancy/51849191				hh.ru
263	Python developer (Django)	https://orenburg.hh.ru/vacancy/51742061				hh.ru
264	Data Scientist	https://orenburg.hh.ru/vacancy/51774143	1000.0	3000.0	USD	hh.ru
265	Data Scientist	https://orenburg.hh.ru/vacancy/51774147	1000.0	3000.0	USD	hh.ru
266	Python Developer (BestEx team)	https://orenburg.hh.ru/vacancy/50674752	175000.0	300000.0	руб.	hh.ru
267	Middle Python-разработчик	https://orenburg.hh.ru/vacancy/50770638				hh.ru
268	Big Data Engineer; Ozon Express	https://orenburg.hh.ru/vacancy/50655160				hh.ru
269	Python Developer for a Swiss AI Startup (remote)	https://orenburg.hh.ru/vacancy/51716379	3000.0	5500.0	USD	hh.ru
270	Python/Django developer (middle)	https://orenburg.hh.ru/vacancy/51537066	200000.0	250000.0	руб.	hh.ru
271	Аналитик Data Science (middle)	https://orenburg.hh.ru/vacancy/51653572	100000.0	160000.0	руб.	hh.ru
272	Data Engineer/ Инженер данных	https://orenburg.hh.ru/vacancy/46445690		170000.0	руб.	hh.ru
273	Python разработчик	https://orenburg.hh.ru/vacancy/50439069				hh.ru
274	Разработчик BI; Ozon Travel	https://orenburg.hh.ru/vacancy/46913871				hh.ru
275	Backend engineer	https://orenburg.hh.ru/vacancy/50851170	200000.0	300000.0	руб.	hh.ru
276	Data Scientist	https://orenburg.hh.ru/vacancy/51774140	1000.0	3000.0	USD	hh.ru
277	Data scientist/analyst	https://orenburg.hh.ru/vacancy/51615453				hh.ru
278	Data Engineer	https://orenburg.hh.ru/vacancy/51348154		200000.0	руб.	hh.ru
279	Инженер-программист	https://orenburg.hh.ru/vacancy/51708311		120000.0	руб.	hh.ru
280	Backend middle developer	https://orenburg.hh.ru/vacancy/50643425	200000.0	250000.0	руб.	hh.ru
281	Data engineer / SQL-разработчик	https://orenburg.hh.ru/vacancy/45266641	150000.0	175000.0	руб.	hh.ru
282	Data-инженер (DWH) / Разработчик SQL + Python	https://orenburg.hh.ru/vacancy/49781234				hh.ru
283	Middle ML / Data Science разработчик	https://orenburg.hh.ru/vacancy/50586293		180000.0	руб.	hh.ru
284	Team Lead/Ведущий разработчик (разработка и анализ данных)	https://orenburg.hh.ru/vacancy/50712025	180000.0	300000.0	руб.	hh.ru
285	Product/Data Analyst (Junior)	https://orenburg.hh.ru/vacancy/51710406		1000.0	USD	hh.ru
286	Python разработчик ML - инфраструктуры в СберМаркет	https://orenburg.hh.ru/vacancy/50884036				hh.ru
287	Java-разработчик	https://orenburg.hh.ru/vacancy/51817225				hh.ru
288	Python Developer (Big Data)	https://orenburg.hh.ru/vacancy/50051829				hh.ru
289	С/С++/Python Developer	https://orenburg.hh.ru/vacancy/48022036				hh.ru
290	Специалист по автотестированию (Python)	https://orenburg.hh.ru/vacancy/49748711				hh.ru
291	Инженер по автоматизации тестирования Python; Логистика/Сортировка	https://orenburg.hh.ru/vacancy/51785732				hh.ru
292	DevOps Engineer with AWS (Удаленно)	https://orenburg.hh.ru/vacancy/50703431		4000.0	USD	hh.ru
293	Специалист группы разработки Python	https://orenburg.hh.ru/vacancy/51652872				hh.ru
294	Программист-разработчик (Backend)	https://orenburg.hh.ru/vacancy/51036432				hh.ru
295	Junior С++ Developer; Windows (Client/Server)	https://orenburg.hh.ru/vacancy/50200913				hh.ru
296	Ведущий Data Scientist / RNA Lead	https://orenburg.hh.ru/vacancy/46213657		380000.0	руб.	hh.ru
297	Программист-разработчик	https://orenburg.hh.ru/vacancy/51425378		100000.0	руб.	hh.ru
298	Python разработчик (CRM Domclick)	https://orenburg.hh.ru/vacancy/47433937				hh.ru
299	Стажер по направлению DevOps	https://orenburg.hh.ru/vacancy/50727702				hh.ru
300	Python developer (Cybersecurity)	https://orenburg.hh.ru/vacancy/46660207				hh.ru
301	"Python developer (преподаватель курсов ""Программирование на Python"")"	https://orenburg.hh.ru/vacancy/51786545				hh.ru
302	Data Engineer	https://orenburg.hh.ru/vacancy/51733163		200000.0	руб.	hh.ru
303	Python Developer (AI Projects)	https://orenburg.hh.ru/vacancy/50357797				hh.ru
304	Automation QA Engineer (Python)	https://orenburg.hh.ru/vacancy/50866801				hh.ru
305	QA Automation Engineer	https://orenburg.hh.ru/vacancy/49920829	160000.0	280000.0	руб.	hh.ru
306	Python Developer	https://orenburg.hh.ru/vacancy/45607105				hh.ru
307	Python developer	https://orenburg.hh.ru/vacancy/50278398				hh.ru
308	Software Engineer	https://orenburg.hh.ru/vacancy/51179621	250000.0	350000.0	руб.	hh.ru
309	Инженер AppSec / Devsecops	https://orenburg.hh.ru/vacancy/50697092		180000.0	руб.	hh.ru
310	Python / Django senior developer	https://orenburg.hh.ru/vacancy/51101637		100000.0	руб.	hh.ru
311	Python developer trainee	https://orenburg.hh.ru/vacancy/51494568				hh.ru
312	ML research engineer	https://orenburg.hh.ru/vacancy/51705173		150000.0	руб.	hh.ru
313	Backend Python разработчик	https://orenburg.hh.ru/vacancy/50713630				hh.ru
314	Разработчик-стажер (Linux; C)	https://orenburg.hh.ru/vacancy/49646765				hh.ru
315	Middle программист Python (информационная безопасность)	https://orenburg.hh.ru/vacancy/51798847				hh.ru
316	Ведущий разработчик/Программист Python (Remote)	https://orenburg.hh.ru/vacancy/49532095		260000.0	руб.	hh.ru
317	Программист С++	https://orenburg.hh.ru/vacancy/51414901	120000.0	150000.0	руб.	hh.ru
318	Backend разработчик (Python)	https://orenburg.hh.ru/vacancy/49957600				hh.ru
319	Data Scientist; Поиск	https://orenburg.hh.ru/vacancy/51804182				hh.ru
320	Data Science аналитик	https://orenburg.hh.ru/vacancy/50608898				hh.ru
321	DevOps инженер	https://orenburg.hh.ru/vacancy/51021778	200000.0	380000.0	руб.	hh.ru
322	Python-разработчик (All Cups)	https://orenburg.hh.ru/vacancy/51504673				hh.ru
323	Data Scientist	https://orenburg.hh.ru/vacancy/51774157	1000.0	3000.0	USD	hh.ru
324	Python developer (Quantitative analysis team)	https://orenburg.hh.ru/vacancy/48571707				hh.ru
325	Python developer	https://orenburg.hh.ru/vacancy/51402537		400000.0	руб.	hh.ru
326	Data engineer в Data accelerator	https://orenburg.hh.ru/vacancy/51011570				hh.ru
327	Ведущий Data Scientist / RNA Lead	https://orenburg.hh.ru/vacancy/46213657		380000.0	руб.	hh.ru
328	Python Developer	https://orenburg.hh.ru/vacancy/49519307	120000.0	160000.0	руб.	hh.ru
329	Python developer (Middle / Senior)	https://orenburg.hh.ru/vacancy/44828907	200000.0	350000.0	руб.	hh.ru
330	Senior Python Developer	https://orenburg.hh.ru/vacancy/51258827				hh.ru
331	Аналитик второй линии поддержки	https://orenburg.hh.ru/vacancy/50968960		65000.0	руб.	hh.ru
332	Data Engineer в команду Развития и Поддержки	https://orenburg.hh.ru/vacancy/51844379				hh.ru
333	Инженер SQL	https://orenburg.hh.ru/vacancy/51636351				hh.ru
334	DevOps инженер (ISearch)	https://orenburg.hh.ru/vacancy/50890199	200000.0	300000.0	руб.	hh.ru
335	Инженер-разработчик (программист Python)	https://orenburg.hh.ru/vacancy/46447886				hh.ru
336	Data Science / Machine Learning Engineer	https://orenburg.hh.ru/vacancy/51440323				hh.ru
337	Программист Фуллстек	https://orenburg.hh.ru/vacancy/51739233		3500.0	USD	hh.ru
338	Senior Python Developer (reporting/analytics engine)	https://orenburg.hh.ru/vacancy/51851785				hh.ru
339	Python/Go-разработчик (команда PaaS (Runtime))	https://orenburg.hh.ru/vacancy/48800625				hh.ru
340	Python Back-end developer	https://orenburg.hh.ru/vacancy/51092916				hh.ru
341	Team Lead Python	https://orenburg.hh.ru/vacancy/46598477				hh.ru
342	Middle Python Developer	https://orenburg.hh.ru/vacancy/50894235				hh.ru
343	Инженер данных/Data Engineer	https://orenburg.hh.ru/vacancy/51044643		170000.0	руб.	hh.ru
344	QA Automation Engineer (API; Python)	https://orenburg.hh.ru/vacancy/50854796				hh.ru
345	Backend (Python) разработчик в Трипстер	https://orenburg.hh.ru/vacancy/51468683				hh.ru
346	Intern QA Automation (Telco)	https://orenburg.hh.ru/vacancy/51721268		55000.0	руб.	hh.ru
347	Стажер Java (нагрузочное тестирование)	https://orenburg.hh.ru/vacancy/51325536	50000.0	55000.0	руб.	hh.ru
348	Data Integration Engineer	https://orenburg.hh.ru/vacancy/51179847				hh.ru
349	Преподаватель курса python для разработчиков микроэлектроники	https://orenburg.hh.ru/vacancy/49251161	86500.0	86500.0	руб.	hh.ru
350	Программист Python / Bash	https://orenburg.hh.ru/vacancy/51493055				hh.ru
351	Программист Python	https://orenburg.hh.ru/vacancy/50395543	115000.0	220000.0	руб.	hh.ru
352	Python‑разработчик	https://orenburg.hh.ru/vacancy/51465728				hh.ru
353	Middle Developer (Python)	https://orenburg.hh.ru/vacancy/51639817				hh.ru
354	Python Developer (SEO Team)	https://orenburg.hh.ru/vacancy/50879163				hh.ru
355	Data Scientist в команду Navi	https://orenburg.hh.ru/vacancy/51188178				hh.ru
356	Data Scientist	https://orenburg.hh.ru/vacancy/50676481				hh.ru
357	Data Scientist	https://orenburg.hh.ru/vacancy/49531816				hh.ru
358	ML; NLP инженер	https://orenburg.hh.ru/vacancy/50533434				hh.ru
359	Middle Python / Golang developer	https://orenburg.hh.ru/vacancy/51617308				hh.ru
360	Python Developer	https://orenburg.hh.ru/vacancy/50323338				hh.ru
361	Backend разработчик Python	https://orenburg.hh.ru/vacancy/51726788				hh.ru
362	Python разработчик (middle/senior)	https://orenburg.hh.ru/vacancy/43961654				hh.ru
363	Data Scientist (Речевая аналитика)	https://orenburg.hh.ru/vacancy/51466417				hh.ru
364	Стажер-разработчик бэкенда	https://orenburg.hh.ru/vacancy/51501707				hh.ru
365	Data Analyst	https://orenburg.hh.ru/vacancy/50365221		180000.0	руб.	hh.ru
366	Senior Research Engineer	https://orenburg.hh.ru/vacancy/46571658	230000.0	300000.0	руб.	hh.ru
367	Инженер-программист (middle)	https://orenburg.hh.ru/vacancy/51720655		120000.0	руб.	hh.ru
368	Python разработчик	https://orenburg.hh.ru/vacancy/51482343				hh.ru
369	Middle/Senior Python разработчик	https://orenburg.hh.ru/vacancy/50746776				hh.ru
370	Senior Data Scientist ( Computer Vision )	https://orenburg.hh.ru/vacancy/50946324				hh.ru
371	Junior Developer (Salesforce)	https://orenburg.hh.ru/vacancy/50728924	50000.0	100000.0	руб.	hh.ru
372	Machine Learning Engineer	https://orenburg.hh.ru/vacancy/51421978	4000.0	5500.0	EUR	hh.ru
373	Senior Software Engineer; Infrastructure (Private Cloud)	https://orenburg.hh.ru/vacancy/51322513		8000.0	USD	hh.ru
374	Исследователь-разработчик на Python | Яндекс.Толока	https://orenburg.hh.ru/vacancy/47448619				hh.ru
375	Аналитик второй линии поддержки	https://orenburg.hh.ru/vacancy/50968960		65000.0	руб.	hh.ru
376	Стажер Data Scientist / Computer Vision	https://orenburg.hh.ru/vacancy/51417154				hh.ru
377	Big Data Engineer (Yellow Team)	https://orenburg.hh.ru/vacancy/49218761		200000.0	руб.	hh.ru
378	Senior Python Dev	https://orenburg.hh.ru/vacancy/43600813				hh.ru
379	Backend developer (Middle; Senior)	https://orenburg.hh.ru/vacancy/50435224		250000.0	руб.	hh.ru
380	JS/Python разработчик	https://orenburg.hh.ru/vacancy/50675251				hh.ru
381	Data Scientist в СберМаркет [команда поиска]	https://orenburg.hh.ru/vacancy/50883995				hh.ru
382	Разработчик Python/Django	https://orenburg.hh.ru/vacancy/51358610	90000.0	150000.0	руб.	hh.ru
383	Преподаватель по программированию для детей Unity (C#); Python; Scratch; Roblox Studio; Minecraft	https://orenburg.hh.ru/vacancy/50994689	15000.0	50000.0	руб.	hh.ru
384	Стажер-системный инженер (SRE)	https://orenburg.hh.ru/vacancy/51847660				hh.ru
385	ML; NLP инженер	https://orenburg.hh.ru/vacancy/45718872				hh.ru
386	Data Engineer	https://orenburg.hh.ru/vacancy/51787048				hh.ru
387	Data Scientist	https://orenburg.hh.ru/vacancy/51830097		50000.0	руб.	hh.ru
388	Python-разработчик в Цифровые поверхности Салют (направление B2B2C)	https://orenburg.hh.ru/vacancy/41032029				hh.ru
389	Автотестировщик Python	https://orenburg.hh.ru/vacancy/51501939				hh.ru
390	DataOps/Data Engineer	https://orenburg.hh.ru/vacancy/49921826				hh.ru
391	Python-разработчик (Middle+/Senior Python Developer)	https://orenburg.hh.ru/vacancy/51343802	250000.0	400000.0	руб.	hh.ru
392	Python разработчик	https://orenburg.hh.ru/vacancy/48570014				hh.ru
393	Golang/Python-разработчик в PSP	https://orenburg.hh.ru/vacancy/51804130				hh.ru
394	Python-разработчик в Лавку	https://orenburg.hh.ru/vacancy/51428890				hh.ru
395	Machine Learning Engineer	https://orenburg.hh.ru/vacancy/51421979	4000.0	5500.0	EUR	hh.ru
396	Senior Python developer	https://orenburg.hh.ru/vacancy/51592146		5500.0	USD	hh.ru
397	Младший инженер-разработчик (Junior Python Developer)	https://orenburg.hh.ru/vacancy/49229994				hh.ru
398	Software Engineer (remote)	https://orenburg.hh.ru/vacancy/50719912	4000.0	6000.0	USD	hh.ru
399	Python backend developer (middle)	https://orenburg.hh.ru/vacancy/49247949				hh.ru
400	Программист Python	https://orenburg.hh.ru/vacancy/51403049				hh.ru
401	Fullstack Python Developer	https://orenburg.hh.ru/vacancy/48025963				hh.ru
402	Аналитик в отдел роботизации	https://orenburg.hh.ru/vacancy/50890496				hh.ru
403	Разработчик Python	https://orenburg.hh.ru/vacancy/46692455				hh.ru
404	DevOps Engineer with AWS (Удаленно)	https://orenburg.hh.ru/vacancy/50703432		4000.0	USD	hh.ru
405	Senior python developer	https://orenburg.hh.ru/vacancy/50583642				hh.ru
406	Data Engineer	https://orenburg.hh.ru/vacancy/49760986				hh.ru
407	Devops инженер	https://orenburg.hh.ru/vacancy/51056563		150000.0	руб.	hh.ru
408	Tech Lead Data Analyst	https://orenburg.hh.ru/vacancy/50738926		200000.0	руб.	hh.ru
409	Разработчик в тестировании/SDET (Java/Python)	https://orenburg.hh.ru/vacancy/51789960				hh.ru
410	Data engineer (удаленно)	https://orenburg.hh.ru/vacancy/48095633				hh.ru
411	Fullstack Python разработчик: Django; bootstrap; SQL; контроль доступа	https://orenburg.hh.ru/vacancy/50821143				hh.ru
412	Python разработчик middle\senior (outstaff)	https://orenburg.hh.ru/vacancy/51403864		350000.0	руб.	hh.ru
413	Junior C++ разработчик алгоритмов геометрического моделирования	https://orenburg.hh.ru/vacancy/50728758	40000.0	70000.0	руб.	hh.ru
414	Python разработчик	https://orenburg.hh.ru/vacancy/51503752				hh.ru
415	Data Scientist	https://orenburg.hh.ru/vacancy/51774155	1000.0	3000.0	USD	hh.ru
416	Разработчик	https://orenburg.hh.ru/vacancy/51200595				hh.ru
417	Python-разработчик в Цифровые поверхности Салют (платформа монетизации видеоконтента)	https://orenburg.hh.ru/vacancy/49283810				hh.ru
418	Junior BigData developer (Стажер)	https://orenburg.hh.ru/vacancy/51420297				hh.ru
419	Backend developer (Middle/Senior)	https://orenburg.hh.ru/vacancy/50331034	250000.0	300000.0	руб.	hh.ru
420	Дата инженер (Data engineer) Управление модельных рисков и валидации	https://orenburg.hh.ru/vacancy/47648003				hh.ru
421	Senior Python Developer	https://orenburg.hh.ru/vacancy/51258828				hh.ru
422	Data Analyst (GameDev)	https://orenburg.hh.ru/vacancy/50791296				hh.ru
423	Data Analyst	https://orenburg.hh.ru/vacancy/50935893				hh.ru
424	Python/Go-разработчик в Биллинг	https://orenburg.hh.ru/vacancy/51804102				hh.ru
425	Разработчик на Pуthon Back-end	https://orenburg.hh.ru/vacancy/49580704				hh.ru
426	Big Data Engineer; Ozon Express	https://orenburg.hh.ru/vacancy/50655165				hh.ru
427	DevOps инженер	https://orenburg.hh.ru/vacancy/51021778	200000.0	380000.0	руб.	hh.ru
428	Аналитик (Data Science)	https://orenburg.hh.ru/vacancy/51466580				hh.ru
429	Senior Python разработчик	https://orenburg.hh.ru/vacancy/51499087				hh.ru
430	Back-end разработчик/Back-end developer	https://orenburg.hh.ru/vacancy/50893944		100000.0	руб.	hh.ru
431	Python Middle+ разработчик	https://orenburg.hh.ru/vacancy/50525122	100000.0	200000.0	руб.	hh.ru
432	Python разработчик (Middle / Senior)	https://orenburg.hh.ru/vacancy/51409877				hh.ru
433	Разработчик в тестировании/SDET (Java/Python)	https://orenburg.hh.ru/vacancy/51789959				hh.ru
434	Преподаватель Python для детей	https://orenburg.hh.ru/vacancy/50804036				hh.ru
435	Senior/Middle Computer Vision Engineer в нейро-тех стартап	https://orenburg.hh.ru/vacancy/50774930				hh.ru
436	Middle Python Developer (удаленно)	https://orenburg.hh.ru/vacancy/51318031	180000.0	280000.0	руб.	hh.ru
437	Backend Разработчик (Стажёр) на Ruby on Rails	https://orenburg.hh.ru/vacancy/49533841				hh.ru
438	Разработчик ETL	https://orenburg.hh.ru/vacancy/48958803				hh.ru
439	DevOps-инженер	https://orenburg.hh.ru/vacancy/50998179		160000.0	руб.	hh.ru
440	Разработчик python (junior)	https://orenburg.hh.ru/vacancy/51277338		50000.0	руб.	hh.ru
441	Data Scientist в СберМаркет [команда поиска]	https://orenburg.hh.ru/vacancy/50883996				hh.ru
442	Machine learning developer/Data Science	https://orenburg.hh.ru/vacancy/49504733				hh.ru
443	Senior Python developer	https://orenburg.hh.ru/vacancy/50202740	1500.0	2300.0	EUR	hh.ru
444	Python разработчик (проекты)	https://orenburg.hh.ru/vacancy/49755349				hh.ru
445	Разработчик в тестировании/SDET (Java/Python)	https://orenburg.hh.ru/vacancy/51789963				hh.ru
446	Стажер IT (нагрузочное тестирование)	https://orenburg.hh.ru/vacancy/51400067	40000.0	45000.0	руб.	hh.ru
447	Python developer (Quantitative analysis team)	https://orenburg.hh.ru/vacancy/48571707				hh.ru
448	DWH Developer	https://orenburg.hh.ru/vacancy/51655295		150000.0	руб.	hh.ru
449	Product/Data Analyst (Junior)	https://orenburg.hh.ru/vacancy/51710413		1000.0	USD	hh.ru
450	Senior QA / Ручной тестировщик	https://orenburg.hh.ru/vacancy/51108927		280000.0	руб.	hh.ru
451	QA Engineer со знанием английского языка	https://orenburg.hh.ru/vacancy/51256467	130000.0	300000.0	руб.	hh.ru
452	Python Developer (for Big Data training)	https://orenburg.hh.ru/vacancy/48913589				hh.ru
453	Middle/Senior Python-разработчик в команду Добычи данных	https://orenburg.hh.ru/vacancy/47616456				hh.ru
454	"Проверяющий преподаватель по курсу ""Python Advanced"""	https://orenburg.hh.ru/vacancy/49414096				hh.ru
455	Ведущий Python разработчик	https://orenburg.hh.ru/vacancy/47910445	200000.0	350000.0	руб.	hh.ru
456	Разработчик Python	https://orenburg.hh.ru/vacancy/49728072				hh.ru
457	Программист Python	https://orenburg.hh.ru/vacancy/49933119		60000.0	руб.	hh.ru
458	Программист Python	https://orenburg.hh.ru/vacancy/46252392	110000.0	110000.0	руб.	hh.ru
459	Python Developer в Cybersecurity	https://orenburg.hh.ru/vacancy/51362209		125000.0	руб.	hh.ru
460	Разработчик ETL / Data Engineer	https://orenburg.hh.ru/vacancy/50450012				hh.ru
461	ETL-разработчик	https://orenburg.hh.ru/vacancy/45504560				hh.ru
462	Разработчик Python/C++ в отдел тестирования (SDET)	https://orenburg.hh.ru/vacancy/47864417				hh.ru
463	Python developer	https://orenburg.hh.ru/vacancy/51255461	3500.0	5000.0	USD	hh.ru
464	Big Data Engineer; Ozon Express	https://orenburg.hh.ru/vacancy/50655163				hh.ru
465	Senior ML Engineer (ASR)	https://orenburg.hh.ru/vacancy/51216979	4000.0	5000.0	USD	hh.ru
466	Big Data Engineer; Ozon Express	https://orenburg.hh.ru/vacancy/50655166				hh.ru
467	Программист-разработчик Python	https://orenburg.hh.ru/vacancy/51422558				hh.ru
468	Python программист (MaxPatrol 10)	https://orenburg.hh.ru/vacancy/51402068				hh.ru
469	TeamLead Python в Цифровые поверхности Салют (направление SmartApp)	https://orenburg.hh.ru/vacancy/41058653				hh.ru
470	Data Scientist	https://orenburg.hh.ru/vacancy/48500730				hh.ru
471	Senior developer Python (работа с данными)	https://orenburg.hh.ru/vacancy/49250864				hh.ru
472	Python Developer	https://orenburg.hh.ru/vacancy/51362211		125000.0	руб.	hh.ru
473	Senior Python Developer	https://orenburg.hh.ru/vacancy/42615019				hh.ru
474	Разработчик Python	https://orenburg.hh.ru/vacancy/51189383				hh.ru
475	DevOps инженер-стажер	https://orenburg.hh.ru/vacancy/51480927				hh.ru
476	Разработчик ETL / Data Engineer	https://orenburg.hh.ru/vacancy/50450009				hh.ru
477	Engineer QA Automation (Python)	https://orenburg.hh.ru/vacancy/51670455				hh.ru
478	Python developer (senior)	https://orenburg.hh.ru/vacancy/49467674				hh.ru
479	Data Science / Machine Learning Engineer	https://orenburg.hh.ru/vacancy/51440323				hh.ru
480	Data Scientist / Аналитик Data Science	https://orenburg.hh.ru/vacancy/48709110				hh.ru
481	Аналитик ML	https://orenburg.hh.ru/vacancy/51678905				hh.ru
482	Программист Python	https://orenburg.hh.ru/vacancy/40658063				hh.ru
483	Data Engineer в команду Развития и Поддержки	https://orenburg.hh.ru/vacancy/51844379				hh.ru
484	Data Engineer	https://orenburg.hh.ru/vacancy/49102138				hh.ru
485	Python backend разработчик (Django)	https://orenburg.hh.ru/vacancy/49649299				hh.ru
486	Middle Python Developer (удаленно)	https://orenburg.hh.ru/vacancy/51317962	180000.0	280000.0	руб.	hh.ru
487	Senior Python Developer	https://orenburg.hh.ru/vacancy/51258831				hh.ru
488	QA Automation Python Engineer	https://orenburg.hh.ru/vacancy/51504726				hh.ru
489	Data Scientist	https://orenburg.hh.ru/vacancy/50536231				hh.ru
490	Тестировщик (стажер)	https://orenburg.hh.ru/vacancy/51365878				hh.ru
491	Backend разработчик (Python)	https://orenburg.hh.ru/vacancy/51354620	200000.0	220000.0	руб.	hh.ru
492	Python Developer / Support Engineer	https://orenburg.hh.ru/vacancy/51504604				hh.ru
493	Младший Python разработчик	https://orenburg.hh.ru/vacancy/51204863		65000.0	руб.	hh.ru
494	Senior Python Developer	https://orenburg.hh.ru/vacancy/51258829				hh.ru
495	Data Engineer	https://orenburg.hh.ru/vacancy/48958930				hh.ru
496	Senior Python Engineer	https://orenburg.hh.ru/vacancy/51643319				hh.ru
497	Data Engineer	https://orenburg.hh.ru/vacancy/51712699				hh.ru
498	Junior Bi Analyst	https://orenburg.hh.ru/vacancy/49612639				hh.ru
499	Middle/Senior Data Analyst (Remote)	https://orenburg.hh.ru/vacancy/48137289				hh.ru
500	Middle QA automation engineer/ инженер по тестированию	https://orenburg.hh.ru/vacancy/50754433		150000.0	руб.	hh.ru
