	title	link	salary_minimal	salary_maximal	normal_salary	source
501	Python Developer (Mogilev)	https://orenburg.hh.ru/vacancy/41193533				hh.ru
502	Python разработчик	https://orenburg.hh.ru/vacancy/51227553		180000.0	руб.	hh.ru
503	Middle/Senior Python-разработчик в команду Добычи данных	https://orenburg.hh.ru/vacancy/47616457				hh.ru
504	Инженер - программист С++/Python (middle)	https://orenburg.hh.ru/vacancy/46301968				hh.ru
505	Python Developer; PowerStore Engineering; CEE	https://orenburg.hh.ru/vacancy/51639836				hh.ru
506	Тестировщик / Ведущий тестировщик (Python)	https://orenburg.hh.ru/vacancy/50566935				hh.ru
507	Senior Data Analyst	https://orenburg.hh.ru/vacancy/41124052				hh.ru
508	Middle/Senior Data Analyst (Remote)	https://orenburg.hh.ru/vacancy/48137291				hh.ru
509	Data Scientist в СберМаркет [команда поиска]	https://orenburg.hh.ru/vacancy/50883997				hh.ru
510	Python разработчик (Middle/Senior)	https://orenburg.hh.ru/vacancy/51501885				hh.ru
511	Middle/Senior Python-разработчик в команду Добычи данных	https://orenburg.hh.ru/vacancy/47616454				hh.ru
512	Преподаватель онлайн-школы программирования для подростков	https://orenburg.hh.ru/vacancy/50408396				hh.ru
513	Программист Python	https://orenburg.hh.ru/vacancy/46252402	110000.0	110000.0	руб.	hh.ru
514	Разработчик python (Middle/Senior)	https://orenburg.hh.ru/vacancy/51835886				hh.ru
515	Инженер-программист (Gamedev)	https://orenburg.hh.ru/vacancy/51177261				hh.ru
516	ML - engineer	https://orenburg.hh.ru/vacancy/49413060				hh.ru
517	Senior Python Developer	https://orenburg.hh.ru/vacancy/51258830				hh.ru
518	Data Analyst	https://orenburg.hh.ru/vacancy/51055696				hh.ru
519	Python разработчик	https://orenburg.hh.ru/vacancy/51278080	60000.0	200000.0	руб.	hh.ru
520	AQA Engineer / SDET (Python) at Orca Security	https://orenburg.hh.ru/vacancy/50867158				hh.ru
521	Senior Python Developer	https://orenburg.hh.ru/vacancy/51258833				hh.ru
522	Data Engineer (Senior)	https://orenburg.hh.ru/vacancy/51361166	350000.0	500000.0	руб.	hh.ru
523	С++ / Python developer (Simulator)	https://orenburg.hh.ru/vacancy/50617134				hh.ru
524	ServiceNow Academy (intern)	https://orenburg.hh.ru/vacancy/50656279				hh.ru
525	Middle / Senior Python Developer for AlmaLinux [Remote]	https://orenburg.hh.ru/vacancy/49145179				hh.ru
526	Ведущий Python-developer	https://orenburg.hh.ru/vacancy/51240931	220000.0	340000.0	руб.	hh.ru
527	Программист Python	https://orenburg.hh.ru/vacancy/49916660		250000.0	руб.	hh.ru
528	Senior Python developer (office/remote)	https://orenburg.hh.ru/vacancy/50856154				hh.ru
529	Middle Python-разработчик	https://orenburg.hh.ru/vacancy/49627018				hh.ru
530	Middle/Senior QA Automation Engineer (Python)	https://orenburg.hh.ru/vacancy/47174810		250000.0	руб.	hh.ru
531	Data scientist / Machine learning engineer (команда Рекомендаций и Машинного обучения)	https://orenburg.hh.ru/vacancy/51364642				hh.ru
532	Data Scientist (Computer Vision) Middle	https://orenburg.hh.ru/vacancy/47765653	180000.0	300000.0	руб.	hh.ru
533	Data Analyst	https://orenburg.hh.ru/vacancy/50951578				hh.ru
534	Senior python developer (Feedback team)	https://orenburg.hh.ru/vacancy/51628774				hh.ru
535	Middle / Senior Python Developer for AlmaLinux [Remote]	https://orenburg.hh.ru/vacancy/49145145				hh.ru
536	Разработчик в группу Intelligent Automation and Robotic Process Automation	https://orenburg.hh.ru/vacancy/45707921				hh.ru
537	Cloud Python Engineer	https://orenburg.hh.ru/vacancy/51643351				hh.ru
538	Senior C++ developer	https://orenburg.hh.ru/vacancy/43032969		200000.0	руб.	hh.ru
539	Python-разработчик	https://orenburg.hh.ru/vacancy/51353172				hh.ru
540	Программист-разработчик	https://orenburg.hh.ru/vacancy/50716940		150000.0	руб.	hh.ru
541	Data Analyst	https://orenburg.hh.ru/vacancy/49725357				hh.ru
542	Middle QA Engineer / Тестировщик	https://orenburg.hh.ru/vacancy/51660616		170000.0	руб.	hh.ru
543	Python Developer (remote)	https://orenburg.hh.ru/vacancy/51270833	160000.0	160000.0	руб.	hh.ru
544	ETL/BI junior разработчик	https://orenburg.hh.ru/vacancy/50018504				hh.ru
545	Junior QA Automation Engineer	https://orenburg.hh.ru/vacancy/51194865				hh.ru
546	Python Developer	https://orenburg.hh.ru/vacancy/51494127				hh.ru
547	Разработчик АБС	https://orenburg.hh.ru/vacancy/50229144	150000.0	150000.0	руб.	hh.ru
548	Аналитик данных	https://orenburg.hh.ru/vacancy/42218111				hh.ru
549	Data Scientist (middle)	https://orenburg.hh.ru/vacancy/50442895	200000.0	200000.0	руб.	hh.ru
550	Риск-менеджер/Junior data analyst	https://orenburg.hh.ru/vacancy/51239785				hh.ru
551	Специалист по автоматизированному тестированию / Automation QA	https://orenburg.hh.ru/vacancy/48533270				hh.ru
552	Middle/Senior QA Automation Engineer (Python)	https://orenburg.hh.ru/vacancy/43394113		250000.0	руб.	hh.ru
553	Разработчик компьютерного зрения (С/C++; Python)	https://orenburg.hh.ru/vacancy/49843789				hh.ru
554	Мiddle Fullstack developer на python	https://orenburg.hh.ru/vacancy/51212165	4000.0	6000.0	USD	hh.ru
555	Специалист технической поддержки по направлению Java на Хекслете	https://orenburg.hh.ru/vacancy/50817435				hh.ru
556	Python разработчик (B2B-продукты)	https://orenburg.hh.ru/vacancy/49755455				hh.ru
557	Linux разработчик/программист	https://orenburg.hh.ru/vacancy/50956002		250000.0	руб.	hh.ru
558	Python разработчик в Яндекс.Вертикали|CM.Expert	https://orenburg.hh.ru/vacancy/48404432				hh.ru
559	Backend Python/Rust/Go разработчик	https://orenburg.hh.ru/vacancy/50597910				hh.ru
560	Python Developer (Middle)	https://orenburg.hh.ru/vacancy/51266849				hh.ru
561	Data Engineer	https://orenburg.hh.ru/vacancy/45111090				hh.ru
562	Data Scientist	https://orenburg.hh.ru/vacancy/51500753				hh.ru
563	Backend Middle Python Developer	https://orenburg.hh.ru/vacancy/39266383				hh.ru
564	Разработчик на С++/Python в Яндекс.Маршрутизацию	https://orenburg.hh.ru/vacancy/50892846				hh.ru
565	DevOps Engineer	https://orenburg.hh.ru/vacancy/49052243		2000.0	EUR	hh.ru
566	Data engineer	https://orenburg.hh.ru/vacancy/51360856				hh.ru
567	Data-analyst	https://orenburg.hh.ru/vacancy/50398480				hh.ru
568	Программист (Python)	https://orenburg.hh.ru/vacancy/46694196				hh.ru
569	DevOps Engineer	https://orenburg.hh.ru/vacancy/50729016		250000.0	руб.	hh.ru
570	Middle .NetCore разработчик	https://orenburg.hh.ru/vacancy/50744637		230000.0	руб.	hh.ru
571	Data scientist	https://orenburg.hh.ru/vacancy/50752857				hh.ru
572	Python Developer	https://orenburg.hh.ru/vacancy/51437992				hh.ru
573	Аналитик	https://orenburg.hh.ru/vacancy/51006215				hh.ru
574	Преподаватель по языку Python	https://orenburg.hh.ru/vacancy/51190908				hh.ru
575	Python Backend Engineer	https://orenburg.hh.ru/vacancy/51203023		400000.0	руб.	hh.ru
576	Infrastructure Engineer (DevOps)	https://orenburg.hh.ru/vacancy/51845472		70000.0	руб.	hh.ru
577	Senior Python developer	https://orenburg.hh.ru/vacancy/50924164				hh.ru
578	Data-analyst	https://orenburg.hh.ru/vacancy/50703247				hh.ru
579	Разработчик SQL	https://orenburg.hh.ru/vacancy/51718345				hh.ru
580	Разработчик ETL / Data Engineer	https://orenburg.hh.ru/vacancy/50450013				hh.ru
581	Product / Data Analyst (Middle)	https://orenburg.hh.ru/vacancy/50801936				hh.ru
582	Разработчик python (Middle/Senior)	https://orenburg.hh.ru/vacancy/51835886				hh.ru
583	Python-разработчик (Добро)	https://orenburg.hh.ru/vacancy/51209355				hh.ru
584	Ведущий разработчик Python (Lead)	https://orenburg.hh.ru/vacancy/47122311				hh.ru
585	Machine learning developer/Data Science	https://orenburg.hh.ru/vacancy/49504733				hh.ru
586	Разработчик Python; С++	https://orenburg.hh.ru/vacancy/51391946				hh.ru
587	Product / Data Analyst (Middle)	https://orenburg.hh.ru/vacancy/50801934				hh.ru
588	ML engineer	https://orenburg.hh.ru/vacancy/51644771				hh.ru
589	Преподаватель по программированию для детей Unity (C#); Python; Scratch; Roblox Studio; Minecraft	https://orenburg.hh.ru/vacancy/50994689	15000.0	50000.0	руб.	hh.ru
590	Back-End Python Developer	https://orenburg.hh.ru/vacancy/51242811				hh.ru
591	Data scientist	https://orenburg.hh.ru/vacancy/50329104				hh.ru
592	Python Developer / BI Team (Limassol)	https://orenburg.hh.ru/vacancy/50790579				hh.ru
593	Младший Python разработчик / Junior Python Developer (Back-end)	https://orenburg.hh.ru/vacancy/46797297				hh.ru
594	Senior Python Developer for KernelCare team [Remote]	https://orenburg.hh.ru/vacancy/49574188				hh.ru
595	Разработчик ETL / Data Engineer	https://orenburg.hh.ru/vacancy/50450011				hh.ru
596	Backend-разработчик (удаленная работа)	https://orenburg.hh.ru/vacancy/51485623	80000.0	140000.0	руб.	hh.ru
597	Senior Python Developer for KernelCare team [Remote]	https://orenburg.hh.ru/vacancy/49574064				hh.ru
598	Senior Software Engineer; Infrastructure	https://orenburg.hh.ru/vacancy/50485167		8000.0	USD	hh.ru
599	Cloud Python Engineer	https://orenburg.hh.ru/vacancy/51643351				hh.ru
600	Разработчик в тестировании/SDET (Java/Python)	https://orenburg.hh.ru/vacancy/51789961				hh.ru
601	Python Developer	https://orenburg.hh.ru/vacancy/46826981				hh.ru
602	Game Analyst (Product Analyst)	https://orenburg.hh.ru/vacancy/50344207				hh.ru
603	Разработчик Python	https://orenburg.hh.ru/vacancy/47382594				hh.ru
604	Data Engineer (Инженер по данным)	https://orenburg.hh.ru/vacancy/51623342				hh.ru
605	Python Developer / BI Team (Limassol)	https://orenburg.hh.ru/vacancy/50790579				hh.ru
606	AI-инженер	https://orenburg.hh.ru/vacancy/49071307	600000.0	1300000.0	KZT	hh.ru
607	Junior разработчик Django (Python; HTML; JS; CSS)	https://orenburg.hh.ru/vacancy/51170449	30000.0	60000.0	руб.	hh.ru
608	Программист C# / java / python	https://orenburg.hh.ru/vacancy/51232509		70000.0	руб.	hh.ru
609	Программист C/С++	https://orenburg.hh.ru/vacancy/50754284		150000.0	руб.	hh.ru
610	Python Team Lead	https://orenburg.hh.ru/vacancy/49162369				hh.ru
611	Data scientist	https://orenburg.hh.ru/vacancy/51390492				hh.ru
612	QA Automation Engineer	https://orenburg.hh.ru/vacancy/50854908		250000.0	руб.	hh.ru
613	Mid Python Software Engineer	https://orenburg.hh.ru/vacancy/50812947				hh.ru
614	Разработчик ETL	https://orenburg.hh.ru/vacancy/50062793				hh.ru
615	Data Scientist	https://orenburg.hh.ru/vacancy/51684942				hh.ru
616	QA engineer / QA инженер (auto/manual)	https://orenburg.hh.ru/vacancy/50989002		180000.0	руб.	hh.ru
617	Senior Python developer	https://orenburg.hh.ru/vacancy/43455147	200000.0	250000.0	руб.	hh.ru
618	Data Engineer	https://orenburg.hh.ru/vacancy/51285757				hh.ru
619	Data Scientist	https://orenburg.hh.ru/vacancy/50530303				hh.ru
620	Senior/Lead Data Analyst	https://orenburg.hh.ru/vacancy/50768330				hh.ru
621	Разработчик ПО под Linux	https://orenburg.hh.ru/vacancy/51497546	80000.0	120000.0	руб.	hh.ru
622	Аналитик (Data science)	https://orenburg.hh.ru/vacancy/51019102		50000.0	руб.	hh.ru
623	Data Science Internship	https://orenburg.hh.ru/vacancy/51288031		35000.0	руб.	hh.ru
624	Стажер (Машинное Обучение) Аудио	https://orenburg.hh.ru/vacancy/50341747	20000.0	45000.0	руб.	hh.ru
625	Senior Python Developer for KernelCare team [Remote]	https://orenburg.hh.ru/vacancy/49574103				hh.ru
626	QA Engineer	https://orenburg.hh.ru/vacancy/50645177	40000.0	80000.0	руб.	hh.ru
627	Стажер-системный инженер (SRE)	https://orenburg.hh.ru/vacancy/51847661				hh.ru
628	Senior Python Developer	https://orenburg.hh.ru/vacancy/50094015	230000.0	350000.0	руб.	hh.ru
629	Senior Data Scientist	https://orenburg.hh.ru/vacancy/48136307				hh.ru
630	"Наставник на курс ""Инженер по тестированию"""	https://orenburg.hh.ru/vacancy/50889183				hh.ru
631	Преподаватель Программирования Python (Yandex лицей)	https://orenburg.hh.ru/vacancy/44275861				hh.ru
632	ML engineer	https://orenburg.hh.ru/vacancy/51644771				hh.ru
633	DevOps Engineer	https://orenburg.hh.ru/vacancy/51218883	6000.0	8000.0	USD	hh.ru
634	Python Developer	https://orenburg.hh.ru/vacancy/51362212		125000.0	руб.	hh.ru
635	Разработчик (Machine Learning)	https://orenburg.hh.ru/vacancy/48173021				hh.ru
636	Middle Python Developer for CloudLinux OS [Remote]	https://orenburg.hh.ru/vacancy/46052391				hh.ru
637	Automation QA Engineer	https://orenburg.hh.ru/vacancy/51195497		110000.0	руб.	hh.ru
638	DevOps Инженер	https://orenburg.hh.ru/vacancy/50928027	150000.0	200000.0	руб.	hh.ru
639	Data scientist	https://orenburg.hh.ru/vacancy/50329104				hh.ru
640	"Наставник на курс ""Инженер по тестированию"""	https://orenburg.hh.ru/vacancy/50889184				hh.ru
641	Rust Developer	https://orenburg.hh.ru/vacancy/49554809		3000.0	USD	hh.ru
642	ML Engineer	https://orenburg.hh.ru/vacancy/51705458				hh.ru
643	Senior DevOps Engineer	https://orenburg.hh.ru/vacancy/50011146	3000.0	5000.0	USD	hh.ru
644	Младший программист Python	https://orenburg.hh.ru/vacancy/51086532		150000.0	руб.	hh.ru
645	Rust Developer	https://orenburg.hh.ru/vacancy/49052237		2000.0	EUR	hh.ru
646	DWH Developer (middle)	https://orenburg.hh.ru/vacancy/50339342	1000.0	3000.0	USD	hh.ru
647	Computer Vision Engineer	https://orenburg.hh.ru/vacancy/51361271				hh.ru
648	Программист-аналитик Python	https://orenburg.hh.ru/vacancy/49250843				hh.ru
649	Разработчик бекенд	https://orenburg.hh.ru/vacancy/50751835				hh.ru
650	Full-stack developer with JS/Python	https://orenburg.hh.ru/vacancy/50567512				hh.ru
651	Gameplay Programmer	https://orenburg.hh.ru/vacancy/49844810				hh.ru
652	Senior Python Developer for KernelCare team [Remote]	https://orenburg.hh.ru/vacancy/49574188				hh.ru
653	Инженер-программист	https://orenburg.hh.ru/vacancy/50766030				hh.ru
654	Backend developer	https://orenburg.hh.ru/vacancy/51718568				hh.ru
655	Product / Data Analyst (Middle)	https://orenburg.hh.ru/vacancy/50801936				hh.ru
656	Стажёр-разработчик автоматизированных тестов	https://orenburg.hh.ru/vacancy/51149709				hh.ru
657	Инженер обеспечения качества (Тестировщик)	https://orenburg.hh.ru/vacancy/51092623				hh.ru
658	Python-разработчик в Яндекс.Услуги	https://orenburg.hh.ru/vacancy/51202667				hh.ru
659	Senior Backend Python Developer команда SpeechKit (MTS AI)	https://orenburg.hh.ru/vacancy/49254587		250000.0	руб.	hh.ru
660	Integration developer (Python)/ удаленно	https://orenburg.hh.ru/vacancy/50685853				hh.ru
661	Инженер-программист	https://orenburg.hh.ru/vacancy/51022802				hh.ru
662	Системный администратор в группу Intelligent Automation and Robotic Process Automation	https://orenburg.hh.ru/vacancy/51789998				hh.ru
663	Программист-разработчик	https://orenburg.hh.ru/vacancy/49433931				hh.ru
664	QA manual and automation Engineer (Platform)	https://orenburg.hh.ru/vacancy/51340342				hh.ru
665	Python developer	https://orenburg.hh.ru/vacancy/51272260				hh.ru
666	Преподаватель по информатике	https://orenburg.hh.ru/vacancy/50683366	275000.0	460000.0	KZT	hh.ru
667	Quality Assurance Engineer	https://orenburg.hh.ru/vacancy/51808939		400000.0	KZT	hh.ru
668	Data Engineer	https://orenburg.hh.ru/vacancy/48784582				hh.ru
669	Руководитель разработки Python	https://orenburg.hh.ru/vacancy/51410121				hh.ru
670	Программист Python	https://orenburg.hh.ru/vacancy/51089770	150000.0	250000.0	руб.	hh.ru
671	QA Engineer (Python)	https://orenburg.hh.ru/vacancy/50504455				hh.ru
672	Team Lead (Golang)	https://orenburg.hh.ru/vacancy/51304591				hh.ru
673	Back-end разработчик (Junior/Middle)	https://orenburg.hh.ru/vacancy/51076113	1000.0	2500.0	USD	hh.ru
674	Python-developer	https://orenburg.hh.ru/vacancy/47546326	90000.0	190000.0	руб.	hh.ru
675	Дата-инженер	https://orenburg.hh.ru/vacancy/51109714	120000.0	200000.0	руб.	hh.ru
676	QA Automation Engineer	https://orenburg.hh.ru/vacancy/50242579	80000.0	140000.0	руб.	hh.ru
677	Системный аналитик	https://orenburg.hh.ru/vacancy/50910824		250000.0	руб.	hh.ru
678	Backend Python Developer	https://orenburg.hh.ru/vacancy/51155038				hh.ru
679	Cпециалист по анализу защищенности (AppSec)	https://orenburg.hh.ru/vacancy/44201367				hh.ru
680	Data Engineer	https://orenburg.hh.ru/vacancy/51055221				hh.ru
681	Преподаватель по информатике	https://orenburg.hh.ru/vacancy/51363082	275000.0	460000.0	KZT	hh.ru
682	Python Backend Developer	https://orenburg.hh.ru/vacancy/51212726				hh.ru
683	Big Data Engineer (PySpark)	https://orenburg.hh.ru/vacancy/48913635				hh.ru
684	Data-инженер/Разработчик DWH	https://orenburg.hh.ru/vacancy/51689020				hh.ru
685	Python developer	https://orenburg.hh.ru/vacancy/51272262				hh.ru
686	DevOps Engineer	https://orenburg.hh.ru/vacancy/49052240		2000.0	EUR	hh.ru
687	Junior+ CV/ML developer	https://orenburg.hh.ru/vacancy/50533416				hh.ru
688	Junior Data Scientist	https://orenburg.hh.ru/vacancy/50243134				hh.ru
689	DevOps Engineer with Python	https://orenburg.hh.ru/vacancy/51276274				hh.ru
690	Программист Python/Java	https://orenburg.hh.ru/vacancy/51412325				hh.ru
691	Python developer (Middle)	https://orenburg.hh.ru/vacancy/50016221				hh.ru
692	Python-разработчик	https://orenburg.hh.ru/vacancy/49250668				hh.ru
693	Analyst (Middle to Senior)	https://orenburg.hh.ru/vacancy/51220594				hh.ru
694	Python-разработчик платежно-финансовых систем	https://orenburg.hh.ru/vacancy/45494856				hh.ru
695	Middle Python Developer for CloudLinux OS [Remote]	https://orenburg.hh.ru/vacancy/46052524				hh.ru
696	Преподаватель онлайн-школы программирования для подростков	https://orenburg.hh.ru/vacancy/50408400				hh.ru
697	QA инженер / Инженер по тестированию ПО	https://orenburg.hh.ru/vacancy/51100669				hh.ru
698	Data Engineer	https://orenburg.hh.ru/vacancy/48500744				hh.ru
699	DevOps инженер	https://orenburg.hh.ru/vacancy/51331719				hh.ru
700	Middle+ Python Developer	https://orenburg.hh.ru/vacancy/50757312				hh.ru
701	Data Engineer	https://orenburg.hh.ru/vacancy/51502041				hh.ru
702	Middle/Senior Python Developer for AlmaLinux [Remote]	https://orenburg.hh.ru/vacancy/49145135				hh.ru
703	Middle/Senior Python Developer for AlmaLinux [Remote]	https://orenburg.hh.ru/vacancy/49145116				hh.ru
704	Python/Go-разработчик в Биллинг	https://orenburg.hh.ru/vacancy/51804101				hh.ru
705	Middle Python Developer for CloudLinux OS [Remote]	https://orenburg.hh.ru/vacancy/46052445				hh.ru
706	Программист Python	https://orenburg.hh.ru/vacancy/51041069		200000.0	руб.	hh.ru
707	Backend разработчик	https://orenburg.hh.ru/vacancy/50739074		90000.0	руб.	hh.ru
708	Middle Python Developer	https://orenburg.hh.ru/vacancy/51111331	100000.0	250000.0	руб.	hh.ru
709	Middle / Senior Python Developer for AlmaLinux [Remote]	https://orenburg.hh.ru/vacancy/49145157				hh.ru
710	QA Specialist	https://orenburg.hh.ru/vacancy/43997643				hh.ru
711	Разработчик в тестировании в команду Compute	https://orenburg.hh.ru/vacancy/49320277				hh.ru
712	Senior QA Automation Engineer (Python)	https://orenburg.hh.ru/vacancy/51256122				hh.ru
713	Senior Python Engineer; Apps Platform	https://orenburg.hh.ru/vacancy/51366335				hh.ru
714	Программист C++	https://orenburg.hh.ru/vacancy/47986442				hh.ru
715	Программист Python/Java	https://orenburg.hh.ru/vacancy/51412323				hh.ru
716	Python разработчик	https://orenburg.hh.ru/vacancy/50606310		230000.0	руб.	hh.ru
717	Python Developer	https://orenburg.hh.ru/vacancy/45064751				hh.ru
718	QA Automation Engineer	https://orenburg.hh.ru/vacancy/49267625		250000.0	руб.	hh.ru
719	Data Engineer	https://orenburg.hh.ru/vacancy/51771345				hh.ru
720	Senior Python Engineer; Apps Platform	https://orenburg.hh.ru/vacancy/51247629				hh.ru
721	Разработчик Python	https://orenburg.hh.ru/vacancy/51037680				hh.ru
722	Разработчик Python (телеком)	https://orenburg.hh.ru/vacancy/51055362				hh.ru
723	QA automation engineer (Selenium WebDriver + Python)/Тестировщик	https://orenburg.hh.ru/vacancy/47358973				hh.ru
724	Data Scientist	https://orenburg.hh.ru/vacancy/51172464				hh.ru
725	Python developer (scraper)	https://orenburg.hh.ru/vacancy/51113363				hh.ru
726	Риск-менеджер/Junior data analyst	https://orenburg.hh.ru/vacancy/51239785				hh.ru
727	Python-разработчик	https://orenburg.hh.ru/vacancy/51037659				hh.ru
728	Data Engineer	https://orenburg.hh.ru/vacancy/48500744				hh.ru
729	Senior Python Backend Developer (Remote)	https://orenburg.hh.ru/vacancy/50635953				hh.ru
730	Python developer	https://orenburg.hh.ru/vacancy/51044884	170000.0	200000.0	руб.	hh.ru
731	DevOps инженер-стажер в пилот поддержки YDB	https://orenburg.hh.ru/vacancy/49319604				hh.ru
732	Python-разработчик (Пульс)	https://orenburg.hh.ru/vacancy/51106440				hh.ru
733	DevOps Engineer	https://orenburg.hh.ru/vacancy/49052240		2000.0	EUR	hh.ru
734	Junior Python Developer	https://orenburg.hh.ru/vacancy/50984619		80000.0	руб.	hh.ru
735	QA Automation Engineer	https://orenburg.hh.ru/vacancy/49267625		250000.0	руб.	hh.ru
736	Data Engineer	https://orenburg.hh.ru/vacancy/51038023				hh.ru
737	Senior Python Engineer; Apps Platform	https://orenburg.hh.ru/vacancy/51366335				hh.ru
738	Python Developer (Middle/Senior)	https://orenburg.hh.ru/vacancy/51211977				hh.ru
739	QA Specialist	https://orenburg.hh.ru/vacancy/43997643				hh.ru
740	ML/RL Engineer	https://orenburg.hh.ru/vacancy/48301399				hh.ru
741	Python developer	https://orenburg.hh.ru/vacancy/51044883	170000.0	200000.0	руб.	hh.ru
742	Разработчик Python; С++	https://orenburg.hh.ru/vacancy/51391946				hh.ru
743	Python developer	https://orenburg.hh.ru/vacancy/51044887	170000.0	200000.0	руб.	hh.ru
744	Senior Software Engineer (Python; Go) at Orca Security	https://orenburg.hh.ru/vacancy/50071136				hh.ru
745	Junior специалист Data Science (Python)	https://orenburg.hh.ru/vacancy/51072571				hh.ru
746	Deep Learning RnD Intern (Federated Learning)	https://orenburg.hh.ru/vacancy/49679351				hh.ru
747	Python-разработчик в ModelOps	https://orenburg.hh.ru/vacancy/51019283		160000.0	руб.	hh.ru
748	C++ Gameplay Developer	https://orenburg.hh.ru/vacancy/49503443				hh.ru
749	Python developer	https://orenburg.hh.ru/vacancy/51044886	170000.0	200000.0	руб.	hh.ru
750	Machine Learning Engineer з розвитку моніторингу сервісів Банку	https://orenburg.hh.ru/vacancy/51207641				hh.ru
751	Senior Python Engineer; Apps Platform	https://orenburg.hh.ru/vacancy/51247626				hh.ru
752	Разработчик Python (телеком)	https://orenburg.hh.ru/vacancy/51055362				hh.ru
753	Python developer (remote)	https://orenburg.hh.ru/vacancy/51271341				hh.ru
754	Senior Python Developer (cybersecurity)	https://orenburg.hh.ru/vacancy/49429609	250000.0	350000.0	руб.	hh.ru
755	Senior Python Developer	https://orenburg.hh.ru/vacancy/48815606				hh.ru
756	Senior DevOps Engineer	https://orenburg.hh.ru/vacancy/48681204	3000.0	5000.0	USD	hh.ru
757	Middle/Senior Python Developer for AlmaLinux [Remote]	https://orenburg.hh.ru/vacancy/49145189				hh.ru
758	Ведущий разработчик Python (Lead)	https://orenburg.hh.ru/vacancy/47122311				hh.ru
759	Senior/Middle ML Engineer (cv and speech)	https://orenburg.hh.ru/vacancy/49916928				hh.ru
